cluster,counties,avg_fmd,median_fmd,avg_median_aqi,avg_max_aqi,avg_income,avg_poverty_count,avg_unemployed_count,avg_population
0,2768,18.60079479768786,18.6,41.370678693580366,144.4549457955279,-415683.75252890174,9197.647760115608,1902.7026734104047,78628.54479768786
-1,39,17.025641025641026,16.9,55.1025641025641,254.35897435897436,82868.76923076923,262104.89743589744,63154.692307692305,1964555.0512820513
1,5,15.459999999999999,15.4,41.8,133.4,114581.6,137830.8,41511.4,1599959.4
