cluster,counties,avg_fmd,median_fmd,avg_median_aqi,avg_max_aqi,avg_daily_aqi_days_over_100,avg_temp_anomaly_f,avg_precip_anomaly_inches,avg_pct_uninsured,avg_pct_bachelors_or_higher,avg_pct_ag_mining,avg_pct_manufacturing
-1,39,17.025641025641026,16.9,55.1025641025641,254.35897435897436,30.153846153846153,2.2890000000000006,2.8753282051282043,0.09089468059514583,0.34345316082696326,0.022261624670391715,0.07120929817812664
0,2768,18.60079479768786,18.6,41.370678693580366,144.4549457955279,5.275151515151515,2.6737101554029636,-0.727447885796892,0.09472142016709388,0.2404055068889939,0.0634741016569824,0.12038771445927277
1,5,15.459999999999999,15.4,41.8,133.4,4.2,3.326999999999998,6.341360000000001,0.07313039955104303,0.4653484148678685,0.004704706669971701,0.08495770253148818
