dbscan_cluster,counties,avg_fmd,avg_median_aqi,avg_max_aqi,avg_pct_uninsured,avg_pct_bachelors_or_higher,avg_temp_anomaly,avg_pct_manufacturing
-1,61,17.059016393442622,48.75409836065574,280.1639344262295,0.09607239228161,0.3454030503360015,2.2758360655737713,0.07441253576487088
0,2746,18.609978150036415,41.3754692730628,142.90178075820145,0.09458864538705537,0.23967305907870232,2.6770542805100184,0.12068995220222052
1,5,16.939999999999998,56.2,188.0,0.09971988028990408,0.39041042294267,3.3444000000000016,0.09627426718333357
